"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes"
"Variável - Área plantada ou destinada à colheita (Hectares)"
"Cód.","Município","Ano x Produto das lavouras temporárias e permanentes"
"Cód.","Município","2010"
"Cód.","Município","Total"
"3507753","Brejo Alegre (SP)","7855"
"3507803","Brodowski (SP)","15863"
"3507902","Brotas (SP)","33208"
"3508009","Buri (SP)","27401"
"3508108","Buritama (SP)","10679"
"3508207","Buritizal (SP)","12906"
"3508306","Cabrália Paulista (SP)","3291"
"3508405","Cabreúva (SP)","316"
"3508504","Caçapava (SP)","1152"
"3508603","Cachoeira Paulista (SP)","317"
"3508702","Caconde (SP)","18085"
"3508801","Cafelândia (SP)","50764"
"3508900","Caiabu (SP)","10563"
"3509007","Caieiras (SP)","..."
"3509106","Caiuá (SP)","8500"
"3509205","Cajamar (SP)","..."
"3509254","Cajati (SP)","5008"
"3509304","Cajobi (SP)","10230"
"3509403","Cajuru (SP)","26468"
"3509452","Campina do Monte Alegre (SP)","10886"
"3509502","Campinas (SP)","1877"
"3509601","Campo Limpo Paulista (SP)","9"
"3509700","Campos do Jordão (SP)","29"
"3509809","Campos Novos Paulista (SP)","23461"
"3509908","Cananéia (SP)","340"
"3509957","Canas (SP)","482"
"3510005","Cândido Mota (SP)","73665"
"3510104","Cândido Rodrigues (SP)","4211"
"3510153","Canitar (SP)","4570"
"3510203","Capão Bonito (SP)","27893"
"3510302","Capela do Alto (SP)","4472"
"3510401","Capivari (SP)","23173"
"3510500","Caraguatatuba (SP)","..."
"3510609","Carapicuíba (SP)","..."
"3510708","Cardoso (SP)","11745"
"3510807","Casa Branca (SP)","59111"
"3510906","Cássia dos Coqueiros (SP)","3289"
"3511003","Castilho (SP)","26810"
"3511102","Catanduva (SP)","15589"
"3511201","Catiguá (SP)","11402"
"3511300","Cedral (SP)","8021"
"3511409","Cerqueira César (SP)","16454"
"3511508","Cerquilho (SP)","6300"
"3511607","Cesário Lange (SP)","7671"
"3511706","Charqueada (SP)","11583"
"3511904","Clementina (SP)","7999"
"3512001","Colina (SP)","29103"
"3512100","Colômbia (SP)","42794"
"3512209","Conchal (SP)","12860"
"3512308","Conchas (SP)","2355"
"3512407","Cordeirópolis (SP)","10161"
"3512506","Coroados (SP)","19140"
"3512605","Coronel Macedo (SP)","11109"
"3512704","Corumbataí (SP)","6030"
"3512803","Cosmópolis (SP)","949"
"3512902","Cosmorama (SP)","13427"
"3513009","Cotia (SP)","..."
"3513108","Cravinhos (SP)","23015"
"3513207","Cristais Paulista (SP)","11137"
"3513306","Cruzália (SP)","18063"
"3513405","Cruzeiro (SP)","258"
"3513504","Cubatão (SP)","..."
"3513603","Cunha (SP)","3378"
"3513702","Descalvado (SP)","37713"
"3513850","Dirce Reis (SP)","497"
"3513900","Divinolândia (SP)","5585"
"3514007","Dobrada (SP)","10475"
"3514106","Dois Córregos (SP)","38146"
"3514205","Dolcinópolis (SP)","1712"
"3514304","Dourado (SP)","8656"
"3514403","Dracena (SP)","13066"
"3514502","Duartina (SP)","1127"
"3514601","Dumont (SP)","9000"
"3514700","Echaporã (SP)","11936"
"3514809","Eldorado (SP)","3480"
"3514908","Elias Fausto (SP)","12751"
"3514924","Elisiário (SP)","5853"
"3514957","Embaúba (SP)","6100"
"3515004","Embu das Artes (SP)","..."
"3515103","Embu-Guaçu (SP)","..."
"3515129","Emilianópolis (SP)","4363"
"3515152","Engenheiro Coelho (SP)","7530"
"3515186","Espírito Santo do Pinhal (SP)","13494"
"3515194","Espírito Santo do Turvo (SP)","5298"
"3515202","Estrela d'Oeste (SP)","7113"
"3515301","Estrela do Norte (SP)","6305"
"3515350","Euclides da Cunha Paulista (SP)","2041"
"3515400","Fartura (SP)","8243"
"3515509","Fernandópolis (SP)","16591"
"3515608","Fernando Prestes (SP)","3730"
"3515657","Fernão (SP)","1733"
"3515707","Ferraz de Vasconcelos (SP)","..."
"3515806","Flora Rica (SP)","5814"
"3515905","Floreal (SP)","5996"
"3516002","Flórida Paulista (SP)","24781"
"3516101","Florínea (SP)","19020"
"3516200","Franca (SP)","10931"
"3516309","Francisco Morato (SP)","..."
"3516408","Franco da Rocha (SP)","..."
"3516507","Gabriel Monteiro (SP)","4606"
"3516606","Gália (SP)","3323"
"3516705","Garça (SP)","14776"
"3516804","Gastão Vidigal (SP)","5906"
"3516853","Gavião Peixoto (SP)","10380"
"3516903","General Salgado (SP)","12222"
"3517000","Getulina (SP)","28207"
"3517109","Glicério (SP)","13692"
"3517208","Guaiçara (SP)","8747"
"3517307","Guaimbê (SP)","4759"
"3517406","Guaíra (SP)","99805"
"3517505","Guapiaçu (SP)","21508"
"3517604","Guapiara (SP)","4393"
"3517703","Guará (SP)","24256"
"3517802","Guaraçaí (SP)","12856"
"3517901","Guaraci (SP)","29093"
"3518008","Guarani d'Oeste (SP)","693"
"3518107","Guarantã (SP)","12764"
"3518206","Guararapes (SP)","60328"
"3518305","Guararema (SP)","805"
"3518404","Guaratinguetá (SP)","2354"
"3518503","Guareí (SP)","5799"
"3518602","Guariba (SP)","21184"
"3518701","Guarujá (SP)","..."
"3518800","Guarulhos (SP)","-"
"3518859","Guatapará (SP)","26304"
"3518909","Guzolândia (SP)","4943"
"3519006","Herculândia (SP)","3765"
"3519055","Holambra (SP)","3348"
"3519071","Hortolândia (SP)","..."
"3519105","Iacanga (SP)","18996"
"3519204","Iacri (SP)","9327"
"3519253","Iaras (SP)","9188"
"3519303","Ibaté (SP)","19771"
"3519402","Ibirá (SP)","11075"
"3519501","Ibirarema (SP)","22398"
"3519600","Ibitinga (SP)","32699"
"3519709","Ibiúna (SP)","2376"
"3519808","Icém (SP)","14945"
"3519907","Iepê (SP)","21283"
"3520004","Igaraçu do Tietê (SP)","6400"
"3520103","Igarapava (SP)","31025"
"3520202","Igaratá (SP)","143"
"3520301","Iguape (SP)","2705"
"3520400","Ilhabela (SP)","..."
"3520442","Ilha Solteira (SP)","16219"
"3520509","Indaiatuba (SP)","4540"
"3520608","Indiana (SP)","739"
"3520707","Indiaporã (SP)","4157"
"3520806","Inúbia Paulista (SP)","3793"
"3520905","Ipaussu (SP)","14112"
"3521002","Iperó (SP)","2598"
"3521101","Ipeúna (SP)","4611"
"3521150","Ipiguá (SP)","4025"
"3521200","Iporanga (SP)","160"
"3521309","Ipuã (SP)","38420"
"3521408","Iracemápolis (SP)","9206"
"3521507","Irapuã (SP)","13459"
"3521606","Irapuru (SP)","8565"
"3521705","Itaberá (SP)","90500"
"3521804","Itaí (SP)","50480"
"3521903","Itajobi (SP)","33273"
"3522000","Itaju (SP)","10800"
"3522109","Itanhaém (SP)","2832"
"3522158","Itaoca (SP)","227"
"3522208","Itapecerica da Serra (SP)","..."
"3522307","Itapetininga (SP)","55345"
"3522406","Itapeva (SP)","103886"
"3522505","Itapevi (SP)","..."
"3522604","Itapira (SP)","11951"
"3522653","Itapirapuã Paulista (SP)","226"
"3522703","Itápolis (SP)","60505"
"3522802","Itaporanga (SP)","7840"
"3522901","Itapuí (SP)","8890"
"3523008","Itapura (SP)","11757"
"3523107","Itaquaquecetuba (SP)","..."
"3523206","Itararé (SP)","27627"
"3523305","Itariri (SP)","3544"
"3523404","Itatiba (SP)","2609"
"3523503","Itatinga (SP)","6770"
"3523602","Itirapina (SP)","9800"
"3523701","Itirapuã (SP)","2455"
"3523800","Itobi (SP)","6112"
"3523909","Itu (SP)","2980"
"3524006","Itupeva (SP)","2332"
"3524105","Ituverava (SP)","59062"
"3524204","Jaborandi (SP)","21807"
"3524303","Jaboticabal (SP)","48515"
"3524402","Jacareí (SP)","569"
"3524501","Jaci (SP)","8130"
"3524600","Jacupiranga (SP)","3486"
"3524709","Jaguariúna (SP)","3245"
"3524808","Jales (SP)","4919"
"3524907","Jambeiro (SP)","227"
"3525003","Jandira (SP)","..."
"3525102","Jardinópolis (SP)","36972"
"3525201","Jarinu (SP)","1061"
"3525300","Jaú (SP)","44493"
"3525409","Jeriquara (SP)","9623"
"3525508","Joanópolis (SP)","616"
"3525607","João Ramalho (SP)","14290"
"3525706","José Bonifácio (SP)","37960"
"3525805","Júlio Mesquita (SP)","1498"
"3525854","Jumirim (SP)","325"
"3525904","Jundiaí (SP)","3159"
"3526001","Junqueirópolis (SP)","26684"
"3526100","Juquiá (SP)","3279"
"3526209","Juquitiba (SP)","..."
"3526308","Lagoinha (SP)","823"
"3526407","Laranjal Paulista (SP)","6670"
"3526506","Lavínia (SP)","19790"
"3526605","Lavrinhas (SP)","71"
"3526704","Leme (SP)","33509"
"3526803","Lençóis Paulista (SP)","41846"
"3526902","Limeira (SP)","43232"
"3527009","Lindóia (SP)","288"
"3527108","Lins (SP)","20294"
"3527207","Lorena (SP)","376"
"3527256","Lourdes (SP)","5197"
"3527306","Louveira (SP)","555"
"3527405","Lucélia (SP)","9506"
"3527504","Lucianópolis (SP)","1440"
"3527603","Luís Antônio (SP)","33159"
"3527702","Luiziânia (SP)","5354"
"3527801","Lupércio (SP)","3300"
"3527900","Lutécia (SP)","12079"
"3528007","Macatuba (SP)","16259"
"3528106","Macaubal (SP)","9038"
"3528205","Macedônia (SP)","6658"
"3528304","Magda (SP)","9958"
"3528403","Mairinque (SP)","447"
"3528502","Mairiporã (SP)","..."
"3528601","Manduri (SP)","7232"
"3528700","Marabá Paulista (SP)","18517"
"3528809","Maracaí (SP)","64300"
"3528858","Marapoama (SP)","6690"
"3528908","Mariápolis (SP)","2035"
"3529005","Marília (SP)","9841"
"3529104","Marinópolis (SP)","1142"
"3529203","Martinópolis (SP)","14595"
"3529302","Matão (SP)","33343"
"3529401","Mauá (SP)","..."
"3529500","Mendonça (SP)","7378"
"3529609","Meridiano (SP)","7854"
"3529658","Mesópolis (SP)","8086"
"3529708","Miguelópolis (SP)","76978"
"3529807","Mineiros do Tietê (SP)","14319"
"3529906","Miracatu (SP)","4993"
"3530003","Mira Estrela (SP)","1194"
"3530102","Mirandópolis (SP)","11547"
"3530201","Mirante do Paranapanema (SP)","6620"
"3530300","Mirassol (SP)","7191"
"3530409","Mirassolândia (SP)","5047"
"3530508","Mococa (SP)","62430"
"3530607","Mogi das Cruzes (SP)","1863"
"3530706","Mogi Guaçu (SP)","31555"
"3530805","Mogi Mirim (SP)","19670"
"3530904","Mombuca (SP)","5771"
"3531001","Monções (SP)","13387"
"3531100","Mongaguá (SP)","455"
"3531209","Monte Alegre do Sul (SP)","1140"
"3531308","Monte Alto (SP)","14190"
"3531407","Monte Aprazível (SP)","22072"
"3531506","Monte Azul Paulista (SP)","18636"
"3531605","Monte Castelo (SP)","8271"
"3531704","Monteiro Lobato (SP)","75"
"3531803","Monte Mor (SP)","..."
"3531902","Morro Agudo (SP)","112285"
"3532009","Morungaba (SP)","1856"
"3532058","Motuca (SP)","15497"
"3532108","Murutinga do Sul (SP)","2854"
"3532157","Nantes (SP)","25406"
"3532207","Narandiba (SP)","24776"
"3532306","Natividade da Serra (SP)","958"
"3532405","Nazaré Paulista (SP)","707"
"3532504","Neves Paulista (SP)","10800"
"3532603","Nhandeara (SP)","18936"
"3532702","Nipoã (SP)","9031"
"3532801","Nova Aliança (SP)","11149"
"3532827","Nova Campina (SP)","778"
"3532843","Nova Canaã Paulista (SP)","3072"
"3532868","Nova Castilho (SP)","5778"
"3532900","Nova Europa (SP)","10460"
"3533007","Nova Granada (SP)","16292"
"3533106","Nova Guataporanga (SP)","619"
"3533205","Nova Independência (SP)","11350"
"3533254","Novais (SP)","8103"
"3533304","Nova Luzitânia (SP)","2222"
"3533403","Nova Odessa (SP)","..."
"3533502","Novo Horizonte (SP)","45722"
"3533601","Nuporanga (SP)","28162"
"3533700","Ocauçu (SP)","4842"
"3533809","Óleo (SP)","4994"
"3533908","Olímpia (SP)","55361"
"3534005","Onda Verde (SP)","13172"
"3534104","Oriente (SP)","4918"
"3534203","Orindiúva (SP)","18938"
"3534302","Orlândia (SP)","20534"
"3534401","Osasco (SP)","..."
"3534500","Oscar Bressane (SP)","1050"
"3534609","Osvaldo Cruz (SP)","6600"
"3534708","Ourinhos (SP)","21660"
"3534757","Ouroeste (SP)","9211"
"3534807","Ouro Verde (SP)","11266"
"3534906","Pacaembu (SP)","11444"
"3535002","Palestina (SP)","36709"
"3535101","Palmares Paulista (SP)","5686"
"3535200","Palmeira d'Oeste (SP)","3144"
"3535309","Palmital (SP)","62689"
"3535408","Panorama (SP)","6610"
"3535507","Paraguaçu Paulista (SP)","66906"
"3535606","Paraibuna (SP)","601"
"3535705","Paraíso (SP)","9520"
"3535804","Paranapanema (SP)","36314"
"3535903","Paranapuã (SP)","3258"
"3536000","Parapuã (SP)","10488"
"3536109","Pardinho (SP)","4590"
"3536208","Pariquera-Açu (SP)","1997"
"3536257","Parisi (SP)","1847"
"3536307","Patrocínio Paulista (SP)","18397"
"3536406","Paulicéia (SP)","10245"
"3536505","Paulínia (SP)","..."
"3536570","Paulistânia (SP)","2605"
"3536604","Paulo de Faria (SP)","35699"
"3536703","Pederneiras (SP)","35146"
"3536802","Pedra Bela (SP)","1328"
"3536901","Pedranópolis (SP)","5253"
"3537008","Pedregulho (SP)","15770"
"3537107","Pedreira (SP)","312"
"3537156","Pedrinhas Paulista (SP)","18256"
"3537206","Pedro de Toledo (SP)","3050"
"3537305","Penápolis (SP)","42462"
"3537404","Pereira Barreto (SP)","24496"
"3537503","Pereiras (SP)","400"
"3537602","Peruíbe (SP)","1782"
"3537701","Piacatu (SP)","7365"
"3537800","Piedade (SP)","3231"
"3537909","Pilar do Sul (SP)","11308"
"3538006","Pindamonhangaba (SP)","3337"
"3538105","Pindorama (SP)","10766"
"3538204","Pinhalzinho (SP)","2932"
"3538303","Piquerobi (SP)","3898"
"3538501","Piquete (SP)","107"
"3538600","Piracaia (SP)","1038"
"3538709","Piracicaba (SP)","64349"
"3538808","Piraju (SP)","12289"
"3538907","Pirajuí (SP)","17412"
"3539004","Pirangi (SP)","13645"
"3539103","Pirapora do Bom Jesus (SP)","..."
"3539202","Pirapozinho (SP)","20473"
"3539301","Pirassununga (SP)","38879"
"3539400","Piratininga (SP)","1507"
"3539509","Pitangueiras (SP)","35922"
"3539608","Planalto (SP)","17687"
"3539707","Platina (SP)","24555"
"3539806","Poá (SP)","..."
"3539905","Poloni (SP)","7345"
"3540002","Pompéia (SP)","12528"
"3540101","Pongaí (SP)","4957"
"3540200","Pontal (SP)","23500"
"3540259","Pontalinda (SP)","2447"
"3540309","Pontes Gestal (SP)","11815"
"3540408","Populina (SP)","11231"
"3540507","Porangaba (SP)","1118"
"3540606","Porto Feliz (SP)","16594"
"3540705","Porto Ferreira (SP)","18236"
"3540754","Potim (SP)","256"
"3540804","Potirendaba (SP)","16961"
"3540853","Pracinha (SP)","1410"
"3540903","Pradópolis (SP)","16235"
"3541000","Praia Grande (SP)","..."
"3541059","Pratânia (SP)","11500"
"3541109","Presidente Alves (SP)","2462"
"3541208","Presidente Bernardes (SP)","4899"
"3541307","Presidente Epitácio (SP)","3023"
"3541406","Presidente Prudente (SP)","10660"
"3541505","Presidente Venceslau (SP)","10306"
"3541604","Promissão (SP)","31861"
"3541653","Quadra (SP)","8170"
"3541703","Quatá (SP)","27276"
"3541802","Queiroz (SP)","3300"
"3541901","Queluz (SP)","91"
"3542008","Quintana (SP)","5325"
"3542107","Rafard (SP)","7263"
"3542206","Rancharia (SP)","41963"
"3542305","Redenção da Serra (SP)","137"
"3542404","Regente Feijó (SP)","2863"
"3542503","Reginópolis (SP)","5091"
"3542602","Registro (SP)","4918"
"3542701","Restinga (SP)","18770"
"3542800","Ribeira (SP)","353"
"3542909","Ribeirão Bonito (SP)","21425"
"3543006","Ribeirão Branco (SP)","10361"
"3543105","Ribeirão Corrente (SP)","9566"
"3543204","Ribeirão do Sul (SP)","11440"
"3543238","Ribeirão dos Índios (SP)","3248"
"3543253","Ribeirão Grande (SP)","1482"
"3543303","Ribeirão Pires (SP)","..."
"3543402","Ribeirão Preto (SP)","38805"
"3543501","Riversul (SP)","2495"
"3543600","Rifaina (SP)","2757"
"3543709","Rincão (SP)","22955"
"3543808","Rinópolis (SP)","6135"
"3543907","Rio Claro (SP)","13748"
"3544004","Rio das Pedras (SP)","17726"
"3544103","Rio Grande da Serra (SP)","..."
"3544202","Riolândia (SP)","20458"
"3544251","Rosana (SP)","4426"
"3544301","Roseira (SP)","720"
"3544400","Rubiácea (SP)","14536"
"3544509","Rubinéia (SP)","596"
"3544608","Sabino (SP)","9974"
"3544707","Sagres (SP)","2944"
"3544806","Sales (SP)","9794"
"3544905","Sales Oliveira (SP)","23071"
"3545001","Salesópolis (SP)","534"
"3545100","Salmourão (SP)","9037"
"3545159","Saltinho (SP)","5078"
"3545209","Salto (SP)","1885"
"3545308","Salto de Pirapora (SP)","2053"
"3545407","Salto Grande (SP)","19647"
"3545506","Sandovalina (SP)","19712"
"3545605","Santa Adélia (SP)","26747"
"3545704","Santa Albertina (SP)","2295"
"3545803","Santa Bárbara d'Oeste (SP)","12912"
"3546009","Santa Branca (SP)","251"
"3546108","Santa Clara d'Oeste (SP)","316"
"3546207","Santa Cruz da Conceição (SP)","7813"
"3546256","Santa Cruz da Esperança (SP)","7815"
"3546306","Santa Cruz das Palmeiras (SP)","21779"
"3546405","Santa Cruz do Rio Pardo (SP)","49787"
"3546504","Santa Ernestina (SP)","7543"
"3546603","Santa Fé do Sul (SP)","1051"
"3546702","Santa Gertrudes (SP)","4667"
"3546801","Santa Isabel (SP)","187"
"3546900","Santa Lúcia (SP)","14450"
"3547007","Santa Maria da Serra (SP)","7490"
"3547106","Santa Mercedes (SP)","8226"
"3547205","Santana da Ponte Pensa (SP)","1156"
"3547304","Santana de Parnaíba (SP)","..."
"3547403","Santa Rita d'Oeste (SP)","1501"
"3547502","Santa Rita do Passa Quatro (SP)","26084"
"3547601","Santa Rosa de Viterbo (SP)","11950"
"3547650","Santa Salete (SP)","1216"
"3547700","Santo Anastácio (SP)","8444"
"3547809","Santo André (SP)","..."
"3547908","Santo Antônio da Alegria (SP)","6437"
"3548005","Santo Antônio de Posse (SP)","7385"
"3548054","Santo Antônio do Aracanguá (SP)","30445"
"3548104","Santo Antônio do Jardim (SP)","8563"
"3548203","Santo Antônio do Pinhal (SP)","185"
"3548302","Santo Expedito (SP)","2464"
"3548401","Santópolis do Aguapeí (SP)","6132"
"3548500","Santos (SP)","..."
"3548609","São Bento do Sapucaí (SP)","2065"
"3548708","São Bernardo do Campo (SP)","..."
"3548906","São Carlos (SP)","44883"
"3549003","São Francisco (SP)","1418"
"3549102","São João da Boa Vista (SP)","15480"
"3549201","São João das Duas Pontes (SP)","2101"
"3549250","São João de Iracema (SP)","8681"
"3549300","São João do Pau d'Alho (SP)","3559"
"3549409","São Joaquim da Barra (SP)","28617"
"3549508","São José da Bela Vista (SP)","22257"
"3549607","São José do Barreiro (SP)","166"
"3549706","São José do Rio Pardo (SP)","9296"
"3549805","São José do Rio Preto (SP)","8063"
"3549904","São José dos Campos (SP)","1030"
"3549953","São Lourenço da Serra (SP)","..."
"3550001","São Luiz do Paraitinga (SP)","1015"
"3550100","São Manuel (SP)","36017"
"3550209","São Miguel Arcanjo (SP)","14495"
"3550308","São Paulo (SP)","..."
"3550407","São Pedro (SP)","18976"
"3550506","São Pedro do Turvo (SP)","19660"
"3550605","São Roque (SP)","688"
"3550704","São Sebastião (SP)","15"
"3550803","São Sebastião da Grama (SP)","7430"
"3550902","São Simão (SP)","30980"
"3551009","São Vicente (SP)","..."
"3551108","Sarapuí (SP)","3401"
"3551207","Sarutaiá (SP)","3177"
"3551306","Sebastianópolis do Sul (SP)","6412"
"3551405","Serra Azul (SP)","14592"
"3551504","Serrana (SP)","7610"
"3551603","Serra Negra (SP)","3907"
"3551702","Sertãozinho (SP)","30781"
"3551801","Sete Barras (SP)","4515"
"3551900","Severínia (SP)","12001"
"3552007","Silveiras (SP)","214"
"3552106","Socorro (SP)","4629"
"3552205","Sorocaba (SP)","2230"
"3552304","Sud Mennucci (SP)","19642"
"3552403","Sumaré (SP)","3"
"3552502","Suzano (SP)","..."
"3552551","Suzanápolis (SP)","25079"
"3552601","Tabapuã (SP)","21577"
"3552700","Tabatinga (SP)","17129"
"3552809","Taboão da Serra (SP)","..."
"3552908","Taciba (SP)","8727"
"3553005","Taguaí (SP)","5542"
"3553104","Taiaçu (SP)","6827"
"3553203","Taiúva (SP)","10220"
"3553302","Tambaú (SP)","39151"
"3553401","Tanabi (SP)","29832"
"3553500","Tapiraí (SP)","588"
"3553609","Tapiratiba (SP)","9146"
"3553658","Taquaral (SP)","4079"
"3553708","Taquaritinga (SP)","37120"
"3553807","Taquarituba (SP)","29030"
"3553856","Taquarivaí (SP)","18780"
"3553906","Tarabai (SP)","3712"
"3553955","Tarumã (SP)","27432"
"3554003","Tatuí (SP)","11405"
