"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias"
"Variável - Área colhida (Hectares)"
"Cód.","Município","Ano x Produto das lavouras temporárias"
"Cód.","Município","2010"
"Cód.","Município","Algodão herbáceo (em caroço)","Cana-de-açúcar","Milho (em grão)","Soja (em grão)"
"3306107","Valença (RJ)","-","300","-","-"
"3306156","Varre-Sai (RJ)","-","40","589","-"
"3306206","Vassouras (RJ)","-","50","-","-"
"3306305","Volta Redonda (RJ)","-","95","10","-"
"3500105","Adamantina (SP)","-","13000","600","-"
"3500204","Adolfo (SP)","-","4461","1300","200"
"3500303","Aguaí (SP)","-","12000","6000","600"
"3500402","Águas da Prata (SP)","-","70","600","-"
"3500501","Águas de Lindóia (SP)","-","-","130","-"
"3500550","Águas de Santa Bárbara (SP)","-","4200","1450","1720"
"3500600","Águas de São Pedro (SP)","-","-","-","-"
"3500709","Agudos (SP)","-","12000","859","-"
"3500758","Alambari (SP)","-","1000","1100","-"
"3500808","Alfredo Marcondes (SP)","30","-","200","-"
"3500907","Altair (SP)","-","14450","600","600"
"3501004","Altinópolis (SP)","-","27000","1400","400"
"3501103","Alto Alegre (SP)","-","15574","220","-"
"3501152","Alumínio (SP)","-","10","240","-"
"3501202","Álvares Florence (SP)","-","2200","-","-"
"3501301","Álvares Machado (SP)","-","-","500","-"
"3501400","Álvaro de Carvalho (SP)","-","-","180","-"
"3501509","Alvinlândia (SP)","-","-","300","484"
"3501608","Americana (SP)","-","2900","-","310"
"3501707","Américo Brasiliense (SP)","-","8400","30","250"
"3501806","Américo de Campos (SP)","-","7500","150","150"
"3501905","Amparo (SP)","-","2000","1100","-"
"3502002","Analândia (SP)","-","4000","850","-"
"3502101","Andradina (SP)","-","30000","4000","-"
"3502200","Angatuba (SP)","848","600","6500","3300"
"3502309","Anhembi (SP)","-","8000","100","-"
"3502408","Anhumas (SP)","-","5000","350","100"
"3502507","Aparecida (SP)","-","-","57","-"
"3502606","Aparecida d'Oeste (SP)","-","950","450","-"
"3502705","Apiaí (SP)","-","-","5030","-"
"3502754","Araçariguama (SP)","-","-","200","-"
"3502804","Araçatuba (SP)","-","35713","2220","1800"
"3502903","Araçoiaba da Serra (SP)","-","600","500","-"
"3503000","Aramina (SP)","-","11000","350","2000"
"3503109","Arandu (SP)","-","2250","1180","900"
"3503158","Arapeí (SP)","-","59","32","-"
"3503208","Araraquara (SP)","-","32000","800","500"
"3503307","Araras (SP)","-","26500","1600","-"
"3503356","Arco-Íris (SP)","-","3758","70","-"
"3503406","Arealva (SP)","-","20000","705","242"
"3503505","Areias (SP)","-","30","60","-"
"3503604","Areiópolis (SP)","-","6370","120","-"
"3503703","Ariranha (SP)","-","9500","100","-"
"3503802","Artur Nogueira (SP)","-","2900","690","-"
"3503901","Arujá (SP)","...","...","...","..."
"3503950","Aspásia (SP)","-","95","30","-"
"3504008","Assis (SP)","-","10693","5950","5900"
"3504107","Atibaia (SP)","-","60","1220","-"
"3504206","Auriflama (SP)","-","2200","450","-"
"3504305","Avaí (SP)","-","4247","1120","-"
"3504404","Avanhandava (SP)","-","24731","114","242"
"3504503","Avaré (SP)","-","10000","4500","3500"
"3504602","Bady Bassitt (SP)","-","2200","400","200"
"3504701","Balbinos (SP)","-","367","54","-"
"3504800","Bálsamo (SP)","-","8200","300","200"
"3504909","Bananal (SP)","-","20","300","-"
"3505005","Barão de Antonina (SP)","-","80","1100","200"
"3505104","Barbosa (SP)","-","9809","80","35"
"3505203","Bariri (SP)","-","23300","1200","100"
"3505302","Barra Bonita (SP)","-","9703","20","-"
"3505351","Barra do Chapéu (SP)","-","-","150","-"
"3505401","Barra do Turvo (SP)","-","2","280","-"
"3505500","Barretos (SP)","300","64554","2800","6000"
"3505609","Barrinha (SP)","-","10500","50","50"
"3505708","Barueri (SP)","...","...","...","..."
"3505807","Bastos (SP)","-","2425","70","-"
"3505906","Batatais (SP)","-","44500","3050","2700"
"3506003","Bauru (SP)","-","430","239","115"
"3506102","Bebedouro (SP)","-","29300","600","700"
"3506201","Bento de Abreu (SP)","-","16000","400","600"
"3506300","Bernardino de Campos (SP)","75","6500","2840","650"
"3506359","Bertioga (SP)","...","...","...","..."
"3506409","Bilac (SP)","-","2666","1000","800"
"3506508","Birigui (SP)","-","10589","4430","7300"
"3506607","Biritiba Mirim (SP)","-","-","-","-"
"3506706","Boa Esperança do Sul (SP)","-","700","300","200"
"3506805","Bocaina (SP)","-","15100","450","-"
"3506904","Bofete (SP)","-","147","250","-"
"3507001","Boituva (SP)","-","7200","1900","-"
"3507100","Bom Jesus dos Perdões (SP)","-","-","50","-"
"3507159","Bom Sucesso de Itararé (SP)","-","8","300","5"
"3507209","Borá (SP)","-","4258","30","30"
"3507308","Boracéia (SP)","-","7100","50","-"
"3507407","Borborema (SP)","-","21000","1000","50"
"3507456","Borebi (SP)","-","6720","300","-"
"3507506","Botucatu (SP)","-","13440","1500","100"
"3507605","Bragança Paulista (SP)","-","120","4500","-"
"3507704","Braúna (SP)","-","6350","25","16"
"3507753","Brejo Alegre (SP)","-","4560","1261","1100"
"3507803","Brodowski (SP)","-","14395","350","100"
"3507902","Brotas (SP)","-","24307","400","-"
"3508009","Buri (SP)","-","150","9500","8000"
"3508108","Buritama (SP)","-","7000","1618","484"
"3508207","Buritizal (SP)","-","10728","700","1200"
"3508306","Cabrália Paulista (SP)","-","1700","250","200"
"3508405","Cabreúva (SP)","-","80","100","-"
"3508504","Caçapava (SP)","-","860","51","-"
"3508603","Cachoeira Paulista (SP)","-","-","100","-"
"3508702","Caconde (SP)","-","497","1500","-"
"3508801","Cafelândia (SP)","-","36480","3000","-"
"3508900","Caiabu (SP)","2","9895","528","-"
"3509007","Caieiras (SP)","...","...","...","..."
"3509106","Caiuá (SP)","126","7736","220","-"
"3509205","Cajamar (SP)","...","...","...","..."
"3509254","Cajati (SP)","-","-","-","-"
"3509304","Cajobi (SP)","-","6840","180","-"
"3509403","Cajuru (SP)","-","23385","360","-"
"3509452","Campina do Monte Alegre (SP)","-","1140","2000","1500"
"3509502","Campinas (SP)","...","...","...","..."
"3509601","Campo Limpo Paulista (SP)","-","2","6","-"
"3509700","Campos do Jordão (SP)","-","-","15","-"
"3509809","Campos Novos Paulista (SP)","-","4400","5500","6800"
"3509908","Cananéia (SP)","-","-","-","-"
"3509957","Canas (SP)","-","-","14","-"
"3510005","Cândido Mota (SP)","-","19300","25000","24000"
"3510104","Cândido Rodrigues (SP)","-","2240","20","-"
"3510153","Canitar (SP)","-","3900","180","310"
"3510203","Capão Bonito (SP)","-","-","15000","2300"
"3510302","Capela do Alto (SP)","-","600","1410","-"
"3510401","Capivari (SP)","-","19200","150","-"
"3510500","Caraguatatuba (SP)","...","...","...","..."
"3510609","Carapicuíba (SP)","...","...","...","..."
"3510708","Cardoso (SP)","-","8000","1220","630"
"3510807","Casa Branca (SP)","-","20500","12600","-"
"3510906","Cássia dos Coqueiros (SP)","-","1550","550","-"
"3511003","Castilho (SP)","-","26000","400","200"
"3511102","Catanduva (SP)","-","14000","130","-"
"3511201","Catiguá (SP)","-","10500","300","-"
"3511300","Cedral (SP)","-","6350","500","-"
"3511409","Cerqueira César (SP)","-","10200","660","1900"
"3511508","Cerquilho (SP)","-","4700","200","150"
"3511607","Cesário Lange (SP)","-","5000","900","480"
"3511706","Charqueada (SP)","-","11450","73","-"
"3511904","Clementina (SP)","-","6444","300","-"
"3512001","Colina (SP)","-","22000","615","1500"
"3512100","Colômbia (SP)","-","30408","100","402"
"3512209","Conchal (SP)","-","900","1000","-"
"3512308","Conchas (SP)","-","1464","467","-"
"3512407","Cordeirópolis (SP)","-","6200","1300","200"
"3512506","Coroados (SP)","-","8000","4000","2500"
"3512605","Coronel Macedo (SP)","-","840","8000","1500"
"3512704","Corumbataí (SP)","-","3000","450","-"
"3512803","Cosmópolis (SP)","...","...","...","..."
"3512902","Cosmorama (SP)","-","9500","1000","-"
"3513009","Cotia (SP)","...","...","...","..."
"3513108","Cravinhos (SP)","-","21785","240","-"
"3513207","Cristais Paulista (SP)","-","1900","1900","1100"
"3513306","Cruzália (SP)","-","1381","8500","8000"
"3513405","Cruzeiro (SP)","-","25","61","-"
"3513504","Cubatão (SP)","...","...","...","..."
"3513603","Cunha (SP)","-","-","2600","-"
"3513702","Descalvado (SP)","-","25658","1500","-"
"3513850","Dirce Reis (SP)","-","195","150","-"
"3513900","Divinolândia (SP)","-","200","750","-"
"3514007","Dobrada (SP)","-","9800","30","50"
"3514106","Dois Córregos (SP)","-","34862","700","-"
"3514205","Dolcinópolis (SP)","-","1500","40","-"
"3514304","Dourado (SP)","-","5656","150","-"
"3514403","Dracena (SP)","-","10890","720","-"
"3514502","Duartina (SP)","-","410","140","-"
"3514601","Dumont (SP)","-","7500","50","200"
"3514700","Echaporã (SP)","-","7098","700","1000"
"3514809","Eldorado (SP)","-","-","20","-"
"3514908","Elias Fausto (SP)","-","11000","350","25"
"3514924","Elisiário (SP)","-","5200","200","-"
"3514957","Embaúba (SP)","-","3800","150","-"
"3515004","Embu das Artes (SP)","...","...","...","..."
"3515103","Embu-Guaçu (SP)","...","...","...","..."
"3515129","Emilianópolis (SP)","50","3600","200","-"
"3515152","Engenheiro Coelho (SP)","-","900","800","-"
"3515186","Espírito Santo do Pinhal (SP)","-","3200","950","600"
"3515194","Espírito Santo do Turvo (SP)","-","5000","90","-"
"3515202","Estrela d'Oeste (SP)","-","3400","300","230"
"3515301","Estrela do Norte (SP)","-","6200","100","-"
"3515350","Euclides da Cunha Paulista (SP)","100","200","500","500"
"3515400","Fartura (SP)","-","-","3680","350"
"3515509","Fernandópolis (SP)","-","12150","1400","100"
"3515608","Fernando Prestes (SP)","-","680","50","-"
"3515657","Fernão (SP)","-","200","450","-"
"3515707","Ferraz de Vasconcelos (SP)","...","...","...","..."
"3515806","Flora Rica (SP)","-","5470","300","-"
"3515905","Floreal (SP)","-","4552","350","-"
"3516002","Flórida Paulista (SP)","30","22500","500","-"
"3516101","Florínea (SP)","-","8837","5500","4500"
"3516200","Franca (SP)","-","2600","900","900"
"3516309","Francisco Morato (SP)","...","...","...","..."
"3516408","Franco da Rocha (SP)","...","...","...","..."
"3516507","Gabriel Monteiro (SP)","-","3683","400","42"
"3516606","Gália (SP)","-","12","7","-"
"3516705","Garça (SP)","-","-","1750","250"
"3516804","Gastão Vidigal (SP)","-","2050","150","237"
"3516853","Gavião Peixoto (SP)","-","5980","90","100"
"3516903","General Salgado (SP)","-","9640","1200","200"
"3517000","Getulina (SP)","-","24614","50","-"
"3517109","Glicério (SP)","-","11800","400","400"
"3517208","Guaiçara (SP)","-","7500","450","-"
"3517307","Guaimbê (SP)","-","3062","100","-"
"3517406","Guaíra (SP)","-","58000","4525","29000"
"3517505","Guapiaçu (SP)","-","17958","600","100"
"3517604","Guapiara (SP)","-","-","-","-"
"3517703","Guará (SP)","-","20806","350","2700"
"3517802","Guaraçaí (SP)","-","10000","400","-"
"3517901","Guaraci (SP)","-","20600","800","800"
"3518008","Guarani d'Oeste (SP)","-","430","120","-"
"3518107","Guarantã (SP)","-","9000","-","-"
"3518206","Guararapes (SP)","-","46561","4381","2200"
"3518305","Guararema (SP)","-","-","307","-"
"3518404","Guaratinguetá (SP)","-","-","203","-"
"3518503","Guareí (SP)","-","3200","1500","100"
"3518602","Guariba (SP)","-","18000","95","1800"
"3518701","Guarujá (SP)","...","...","...","..."
"3518800","Guarulhos (SP)","...","...","...","..."
"3518859","Guatapará (SP)","-","25380","541","-"
"3518909","Guzolândia (SP)","-","3377","217","-"
"3519006","Herculândia (SP)","-","970","970","-"
"3519055","Holambra (SP)","-","300","1320","10"
"3519071","Hortolândia (SP)","...","...","...","..."
"3519105","Iacanga (SP)","-","14720","1147","240"
"3519204","Iacri (SP)","-","6300","600","-"
"3519253","Iaras (SP)","-","3000","500","500"
"3519303","Ibaté (SP)","-","17800","60","300"
"3519402","Ibirá (SP)","-","8000","1000","100"
"3519501","Ibirarema (SP)","-","9545","5300","5680"
"3519600","Ibitinga (SP)","-","21000","1500","150"
"3519709","Ibiúna (SP)","-","-","1200","-"
"3519808","Icém (SP)","-","10000","2500","1050"
"3519907","Iepê (SP)","-","12807","400","7500"
"3520004","Igaraçu do Tietê (SP)","-","6400","-","-"
"3520103","Igarapava (SP)","-","29000","800","1200"
"3520202","Igaratá (SP)","-","-","60","-"
"3520301","Iguape (SP)","-","-","30","-"
"3520400","Ilhabela (SP)","...","...","...","..."
"3520442","Ilha Solteira (SP)","-","10954","3588","700"
"3520509","Indaiatuba (SP)","-","2161","600","-"
"3520608","Indiana (SP)","-","77","70","-"
"3520707","Indiaporã (SP)","-","2500","500","-"
"3520806","Inúbia Paulista (SP)","-","3302","50","-"
"3520905","Ipaussu (SP)","-","12500","305","900"
"3521002","Iperó (SP)","-","1080","700","160"
"3521101","Ipeúna (SP)","-","4200","280","-"
"3521150","Ipiguá (SP)","-","2500","600","-"
"3521200","Iporanga (SP)","-","1","18","-"
"3521309","Ipuã (SP)","-","28000","420","10000"
"3521408","Iracemápolis (SP)","-","8840","50","-"
"3521507","Irapuã (SP)","-","8182","800","100"
"3521606","Irapuru (SP)","40","7000","300","-"
"3521705","Itaberá (SP)","-","-","30000","28000"
"3521804","Itaí (SP)","4500","16500","8500","6000"
"3521903","Itajobi (SP)","-","24600","650","300"
"3522000","Itaju (SP)","-","6450","500","30"
"3522109","Itanhaém (SP)","...","...","...","..."
"3522158","Itaoca (SP)","-","16","48","-"
"3522208","Itapecerica da Serra (SP)","...","...","...","..."
"3522307","Itapetininga (SP)","-","13270","15352","2103"
"3522406","Itapeva (SP)","2500","3000","30500","31000"
"3522505","Itapevi (SP)","...","...","...","..."
"3522604","Itapira (SP)","-","6930","2000","-"
"3522653","Itapirapuã Paulista (SP)","-","-","70","-"
"3522703","Itápolis (SP)","-","34000","1300","200"
"3522802","Itaporanga (SP)","-","700","5000","1000"
"3522901","Itapuí (SP)","-","8500","350","-"
"3523008","Itapura (SP)","-","8186","1503","1188"
"3523107","Itaquaquecetuba (SP)","...","...","...","..."
"3523206","Itararé (SP)","-","160","10400","7000"
"3523305","Itariri (SP)","...","...","...","..."
"3523404","Itatiba (SP)","-","500","1300","-"
"3523503","Itatinga (SP)","-","1372","1000","-"
"3523602","Itirapina (SP)","-","5400","500","200"
"3523701","Itirapuã (SP)","-","150","500","-"
"3523800","Itobi (SP)","-","2300","2500","-"
"3523909","Itu (SP)","-","1640","900","100"
"3524006","Itupeva (SP)","-","159","1500","-"
"3524105","Ituverava (SP)","-","47000","3000","9000"
"3524204","Jaborandi (SP)","100","20000","-","1000"
"3524303","Jaboticabal (SP)","-","40500","1000","3200"
"3524402","Jacareí (SP)","-","30","300","-"
"3524501","Jaci (SP)","-","5778","400","-"
"3524600","Jacupiranga (SP)","-","-","35","-"
"3524709","Jaguariúna (SP)","-","1800","580","-"
"3524808","Jales (SP)","-","1750","150","-"
"3524907","Jambeiro (SP)","-","-","65","-"
"3525003","Jandira (SP)","...","...","...","..."
"3525102","Jardinópolis (SP)","-","31488","60","2000"
"3525201","Jarinu (SP)","-","80","350","-"
"3525300","Jaú (SP)","-","42500","600","382"
"3525409","Jeriquara (SP)","-","4900","440","700"
"3525508","Joanópolis (SP)","-","50","140","-"
"3525607","João Ramalho (SP)","-","13000","100","800"
"3525706","José Bonifácio (SP)","-","26000","3500","3000"
"3525805","Júlio Mesquita (SP)","-","-","100","-"
"3525854","Jumirim (SP)","-","200","80","-"
"3525904","Jundiaí (SP)","-","28","478","-"
"3526001","Junqueirópolis (SP)","-","25000","70","-"
"3526100","Juquiá (SP)","-","-","-","-"
"3526209","Juquitiba (SP)","...","...","...","..."
"3526308","Lagoinha (SP)","-","272","518","-"
"3526407","Laranjal Paulista (SP)","-","3600","2100","120"
"3526506","Lavínia (SP)","-","19500","90","-"
"3526605","Lavrinhas (SP)","-","-","22","-"
"3526704","Leme (SP)","230","22900","4300","200"
"3526803","Lençóis Paulista (SP)","-","40654","432","-"
"3526902","Limeira (SP)","-","16000","4000","-"
"3527009","Lindóia (SP)","-","30","60","-"
"3527108","Lins (SP)","-","18500","650","-"
"3527207","Lorena (SP)","-","-","154","-"
"3527256","Lourdes (SP)","-","3733","460","870"
"3527306","Louveira (SP)","-","-","51","-"
"3527405","Lucélia (SP)","65","9000","100","-"
"3527504","Lucianópolis (SP)","-","300","18","65"
"3527603","Luís Antônio (SP)","-","29449","250","-"
"3527702","Luiziânia (SP)","-","5008","4","-"
"3527801","Lupércio (SP)","-","-","200","220"
"3527900","Lutécia (SP)","-","6600","500","3500"
"3528007","Macatuba (SP)","-","15580","432","-"
"3528106","Macaubal (SP)","-","8000","150","-"
"3528205","Macedônia (SP)","-","4675","500","50"
"3528304","Magda (SP)","-","8000","1250","200"
"3528403","Mairinque (SP)","-","-","360","-"
"3528502","Mairiporã (SP)","...","...","...","..."
"3528601","Manduri (SP)","-","1400","3550","810"
"3528700","Marabá Paulista (SP)","200","17000","600","-"
"3528809","Maracaí (SP)","-","16812","20800","22400"
"3528858","Marapoama (SP)","-","4500","110","-"
"3528908","Mariápolis (SP)","20","1000","170","-"
"3529005","Marília (SP)","-","5000","1500","-"
"3529104","Marinópolis (SP)","-","-","100","-"
"3529203","Martinópolis (SP)","550","11500","600","720"
"3529302","Matão (SP)","-","17150","1350","670"
"3529401","Mauá (SP)","...","...","...","..."
"3529500","Mendonça (SP)","-","5500","600","100"
"3529609","Meridiano (SP)","-","5950","50","-"
"3529658","Mesópolis (SP)","-","7500","300","150"
"3529708","Miguelópolis (SP)","120","39133","3000","23500"
"3529807","Mineiros do Tietê (SP)","-","13200","500","-"
"3529906","Miracatu (SP)","-","-","-","-"
"3530003","Mira Estrela (SP)","-","540","580","-"
"3530102","Mirandópolis (SP)","-","8950","1000","20"
"3530201","Mirante do Paranapanema (SP)","50","4700","550","350"
"3530300","Mirassol (SP)","-","4900","300","80"
"3530409","Mirassolândia (SP)","-","3700","500","-"
"3530508","Mococa (SP)","-","14000","5500","-"
"3530607","Mogi das Cruzes (SP)","-","-","40","-"
"3530706","Mogi Guaçu (SP)","-","11000","5500","450"
"3530805","Mogi Mirim (SP)","-","7000","4000","-"
"3530904","Mombuca (SP)","-","5396","48","-"
"3531001","Monções (SP)","-","9000","80","-"
"3531100","Mongaguá (SP)","...","...","...","..."
"3531209","Monte Alegre do Sul (SP)","-","110","276","-"
"3531308","Monte Alto (SP)","-","7500","2000","150"
"3531407","Monte Aprazível (SP)","-","19400","750","-"
"3531506","Monte Azul Paulista (SP)","-","9000","210","25"
